Ref,Qty,Value,Value2,Note,Description,Datasheet,Manufacturer,ManuPartNum,Distributor1,DistributorPartNum1,DistributorPartLink1,Distributor2,DistributorPartNum2,DistributorPartLink2,Distributor3,DistributorPartNum3,DistributorPartLink3
"J1 J2 J3 J4 J5 J6 J7 J8","8","WQP-PJ398","","","Audio Jack, 2 Poles (Mono / TS), Switched T Pole (Normalling), QingPu / Thonkiconn","http://www.qingpu-electronics.com/en/products/WQP-PJ398SM-362.html","QingPu / Thonk","PJ398SM / WQP518MA","Thonk","PJ398SM","https://www.thonk.co.uk/shop/thonkiconn/","SynthCube","WQP518MA","https://synthcube.com/cart/3-5mm-euro-jacks","Adafruit","4031","https://www.adafruit.com/product/4031"
"J9","1","Conn_Eurorack_16","","","Eurorack 16-pin board power/CV/gate bus connector","https://www.mouser.ca/datasheet/2/445/61201621621-1717735.pdf","Wurth Elektronik","61201621621","Mouser","710-61201621621","https://www.mouser.ca/ProductDetail/Wurth-Elektronik/61201621621?qs=ZtY9WdtwX55qFf4n3EFuaA%3D%3D","","","","","",""
"J10","1","Conn_Front_Left","","","Generic connector, single row, 01x11, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"J11","1","Conn_Front_Right","","","Generic connector, single row, 01x10, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"J12","1","Conn_Back_Right","","","Generic connector, single row, 01x11, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"J13","1","Conn_Back_Left","","","Generic connector, single row, 01x10, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"J14","1","Conn_Passthru_Right","","","Generic connector, single row, 01x11, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"J15","1","Conn_Passthru_Left","","","Generic connector, single row, 01x10, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"J16","1","Conn_Mid_Right","","","Generic connector, single row, 01x11, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"J17","1","Conn_Mid_Left","","","Generic connector, single row, 01x10, script generated (kicad-library-utils/schlib/autogen/connector/)","","","","","","","","","","","",""
"JP1","1","CV-BUS","","","Jumper pins, 3-pole, pins 1+2 closed/bridged","","","","","","","","","","","",""
"R1","1","470R","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-470R","Mouser","603-MFR-12FTF52-470R","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-470R?qs=oAGoVhmvjhzwbENn17GKHQ%3D%3D","","","","","",""
"R2","1","4M7","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-4M7","Mouser"," 603-MFR-12FTF52-4M7","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-4M7?qs=oAGoVhmvjhy9t6uwRLL13w%3D%3D","","","","","",""
"R3 R4 R7 R9","4","1K","5%, 1/4 W","Output limiting","Resistor","https://www.mouser.ca/datasheet/2/427/ccf07-1762725.pdf","Vishay / Dale","CCF071K00JKE36","Mouser","71-CCF071K00JKE36","https://www.mouser.ca/ProductDetail/Vishay-Dale/CCF071K00JKE36?qs=sGAEpiMZZMsPqMdJzcrNwqw41JD0NFylHV1MADcQnpo%3D","","","","","",""
"R5 R6 R17","3","100K","0.1%, 0.1 W","Input mixing","Resistor","https://www.mouser.ca/datasheet/2/427/cmfmil-1762972.pdf","Vishay / Dale","RN55C1003BRE6","Mouser","71-RN55C-B-100K/R","https://www.mouser.ca/ProductDetail/Vishay-Dale/RN55C1003BRE6?qs=sGAEpiMZZMsPqMdJzcrNws7FjRh4yjnCEY%2FA9CHAEes%3D","","","","","",""
"R8 R21 R22 R23 R25","5","100K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-100K","Mouser","603-MFR-12FTF52-100K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-100K?qs=oAGoVhmvjhxn7uX6J9%2FOug%3D%3D","","","","","",""
"R10 R13","2","150K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-150K","Mouser"," 603-MFR-12FTF52-150K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-150K?qs=oAGoVhmvjhyn6tjndOraRA%3D%3D","","","","","",""
"R11 R12 R24","3","75K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-75K","Mouser","603-MFR-12FTF52-75K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-75K?qs=oAGoVhmvjhxG7qVOuGlgew%3D%3D","","","","","",""
"R14","1","300K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-25FRF52-300K","Mouser","603-MFR-25FRF52-300K","https://www.mouser.ca/ProductDetail/603-MFR-25FRF52-300K","","","","","",""
"R15 R16","2","125K","0.1%, 0.1 W","Input mixing","Resistor","https://www.mouser.ca/datasheet/2/427/cmfmil-1762972.pdf","Vishay / Dale","RN55E1253BB14","Mouser","71-RN55E-B-125K","https://www.mouser.ca/ProductDetail/Vishay-Dale/RN55E1253BB14?qs=sGAEpiMZZMsPqMdJzcrNwmQKrDNVFgoH5g9B3Mhalic%3D","","","","","",""
"R18","1","62K","1%, 1/6 W","Input mixing","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-62K","Mouser","603-MFR-12FTF52-62K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-62K?qs=oAGoVhmvjhxKiKU7PpG0Kg%3D%3D","","","","","",""
"R19 R20","2","1M5","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-1M5","Mouser","603-MFR-12FTF52-1M5","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-1M5?qs=oAGoVhmvjhxERKbuQY3PoQ%3D%3D","","","","","",""
"R26","1","270K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-270K","Mouser","603-MFR-12FTF52-270K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-270K?qs=oAGoVhmvjhxyRh108MHykw%3D%3D","","","","","",""
"R27","1","47K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-47K","Mouser","603-MFR-12FTF52-47K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-47K?qs=oAGoVhmvjhylO%2Fy0ChGYrw%3D%3D","","","","","",""
"R28","1","499K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-25FTE52-499K","Mouser","603-MFR-25FTE52-499K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-25FTE52-499K?qs=oAGoVhmvjhyZIgXtFNjfqg%3D%3D","","","","","",""
"R29","1","270R","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-470R","Mouser"," 603-MFR-12FTF52-470R","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-470R?qs=oAGoVhmvjhzwbENn17GKHQ%3D%3D","","","","","",""
"R30","1","10K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FRF52-10K","Mouser","603-MFR-12FRF5210K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FRF52-10K?qs=%2Fha2pyFaduik%252B931GUVuOg6RLmmfil0yYFh5vxVUy4xd19JrveLWPw%3D%3D","","","","","",""
"R31 R33 R35","3","9K","1%","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-25FTF52-9K","Mouser","603-MFR-25FTF52-9K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-25FTF52-9K?qs=xZ%2FP%252Ba9zWqZDyxQkcWialQ%3D%3D","","","","","",""
"R32 R34 R36 R42 R43 R44 R45 R46","8","36K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-36K","Mouser","603-MFR-12FTF52-36K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-36K?qs=oAGoVhmvjhyIq6EO5blb%252BQ%3D%3D","","","","","",""
"R37 R38","2","18K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-18K","Mouser","603-MFR-12FTF52-18K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-18K?qs=oAGoVhmvjhyrIv61YZaM%252Bw%3D%3D","","","","","",""
"R39 R40 R41","3","24K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-24K","Mouser","603-MFR-12FTF52-24K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-24K?qs=oAGoVhmvjhxMddJ2UCzasA%3D%3D","","","","","",""
"RV1 RV2 RV7","3","100K","LIN","","Potentiometer","https://www.mouser.ca/datasheet/2/13/alpha_taiwan_08192019_RD901F-40-15R1-B(resistance_-1627810.pdf","Alpha","RD901F-40-15R1-B100K-00DL1","Thonk","Group_Pot_Alpha_6.35mm","https://www.thonk.co.uk/shop/alpha-9mm-pots/","Mouser","311-1940F-15R1-B100K","https://www.mouser.ca/ProductDetail/Alpha-Taiwan/RD901F-40-15R1-B100K-00DL1?qs=1mbolxNpo8czbLgndpJJVQ%3D%3D","SynthCube","9MMALPHAPOTMSTR","https://synthcube.com/cart/alpha-9mm-potentiometer-right-angle-pcb-mount-6-35mm-round-shaft"
"RV3 RV8","2","100K","LIN","","Potentiometer","http://www.song-huei.com/proimages//eng/pdfimages/R0904N.pdf","Song Huei","R0904N","SynthCube","SH9MMTPOTMSTR","https://synthcube.com/cart/9mm-trimmer-pots","","","","","",""
"RV9 RV10 RV11","3","5K","","","Trim-potentiometer","https://www.mouser.ca/datasheet/2/54/3296-776415.pdf","Bourns","3296W-1-502LF","Mouser","652-3296W-1-502LF","https://www.mouser.ca/ProductDetail/Bourns/3296W-1-502LF?qs=zl1BDXJPZVrTnesl5BcuCQ%3D%3D","","","","","",""
"SW5","1","ON_OFF_ON","","","Switch, single pole double throw, center OFF position, toggle, submini","https://www.mouser.ca/datasheet/2/221/MS-100542-1173960.pdf","Mountain Switch","10TC412","Mouser","10TC412","https://www.mouser.ca/ProductDetail/Mountain-Switch/10TC412?qs=ITV4B%252BNEbTr7VI8tqT4%252BiQ%3D%3D","Thonk","","https://www.thonk.co.uk/shop/sub-mini-toggle-switches/","SynthCube","","https://synthcube.com/cart/toggle-switch-submini-pc-pin"
"U1","1","L78L05","","","Positive 100mA 30V Linear Regulator, Fixed Output 5V, TO-92","http://www.st.com/content/ccc/resource/technical/document/datasheet/15/55/e5/aa/23/5b/43/fd/CD00000446.pdf/files/CD00000446.pdf/jcr:content/translations/en.CD00000446.pdf","STMicroelectronics ","L78L05ACZ-AP","Mouser","511-L78L05ACZ-AP","https://www.mouser.ca/ProductDetail/STMicroelectronics/L78L05ACZ-AP?qs=sGAEpiMZZMuLLNXTG1MZanrpqIdcnbmrowz4nhu1BnI%3D","","","","","",""
"U2","1","L79L05","","","Negative 100mA -30V Linear Regulator, Fixed Output -5V, TO-92","https://www.mouser.ca/datasheet/2/389/cd00000539-1795613.pdf","STMicroelectronics","L79L05ACZ","Mouser","511-L79L05ACZ","https://www.mouser.ca/ProductDetail/?qs=GQP%2FxgjKl971oYG29hlmcw%3D%3D","","","","","",""
"U3","1","LM4040","2V5","","LM4040 shunt voltage reference","https://www.ti.com/lit/ds/symlink/lm4040-n.pdf?ts=1622551591255","Texas Instruments","LM4040C25ILP","Mouser","595-LM4040C25ILP","https://www.mouser.ca/ProductDetail/Texas-Instruments/LM4040C25ILP?qs=sGAEpiMZZMvAX9OfPh%252B2NeQKDBdIrMru9XwMGGAeJHk%3D","","","","","",""
"U4","1","SSI2131","","","Voltage Controlled Oscillator (VCO), SSI FatKeys, SOIC-16","http://soundsemiconductor.com/downloads/ssi2131datasheet.pdf","Sound Semiconductor","SSI2131","Antique Electronic Supply","P-Q-SSI2131","https://www.tubesandmore.com/products/integrated-circuit-ssi2131-vco-sound-semiconductor","","","","","",""
"U5 U6 U7","3","TL074","","","Quad Low-Noise JFET-Input Operational Amplifiers, DIP-14/SOIC-14","http://www.ti.com/lit/ds/symlink/tl071.pdf","Texas Instruments","TL074BCN","Mouser","595-TL074BCN","https://www.mouser.ca/ProductDetail/?qs=vxEfx8VrU7BHurOY5iQdiA%3D%3D","","","","","",""
"U8","1","CD4013","","","Dual D  FlipFlop, Set & reset","https://www.ti.com/lit/ds/symlink/cd4013b.pdf","Texas Instruments","CD4013BE","Mouser","595-CD4013BE","https://www.mouser.ca/ProductDetail/Texas-Instruments/CD4013BE?qs=pt%2FIv5r0EPc2Chv9B9JKAA==","","","","","",""
